resp_id,pool_01,pool_02,pool_03,pool_04,pool_05,pool_06,pool_07,pool_08,pool_09,pool_10,pool_11,pool_12,pool_13,pool_14,pool_15,pool_16,pool_17,pool_18,pool_19,pool_20,pool_21,pool_22,pool_23,pool_24,pool_25,pool_26,pool_27,pool_28,pool_29,pool_30,pool_31,pool_32,pool_33,pool_34,pool_35,pool_36
w2021_001,7,7,7,4,4,3,3,5,7,1,7,2,7,7,6,6,6,2,2,7,7,7,7,1,3,6,7,2,3,6,5,5,6,5,6,6
w2021_002,6,5,7,7,5,6,5,7,6,3,5,4,5,4,6,7,5,3,4,4,4,5,6,6,4,6,4,7,5,7,4,4,7,6,4,6
w2021_003,7,5,6,6,6,5,7,7,7,3,6,5,7,7,6,5,5,3,5,6,6,7,7,5,6,6,5,6,6,6,7,4,7,5,5,7
w2021_004,6,4,7,3,5,5,3,6,4,2,6,2,6,5,4,4,7,2,3,5,5,4,7,5,3,7,4,5,3,7,7,2,7,6,6,6
w2021_005,6,6,7,4,6,4,6,7,7,2,5,3,5,6,2,2,6,6,6,6,6,6,6,6,7,7,1,6,7,7,7,7,7,6,7,7
w2021_006,7,7,7,5,7,7,6,7,7,3,7,3,4,6,5,7,7,3,6,6,6,5,5,7,5,7,2,7,7,7,7,6,7,6,6,7
w2021_007,7,7,7,5,4,4,5,7,7,2,4,4,7,7,3,4,6,5,5,6,7,7,4,5,4,7,7,6,4,5,6,6,3,5,6,7
w2021_008,7,6,7,5,4,5,4,7,7,4,4,4,5,7,6,5,6,4,5,7,7,7,7,6,5,7,6,7,6,7,7,6,7,6,6,7
w2021_009,7,7,7,2,4,5,6,7,7,2,6,3,6,6,3,4,7,3,4,6,6,6,7,7,7,6,3,7,7,7,7,4,7,6,6,6
w2021_010,7,6,7,5,4,5,7,4,6,2,4,2,7,6,7,7,5,2,6,5,5,6,7,4,6,4,2,3,4,7,5,4,5,5,6,7
w2021_011,7,6,6,6,4,5,6,6,6,4,6,4,5,5,5,6,5,3,4,5,6,6,6,7,6,6,6,5,5,6,6,5,6,6,7,6
w2021_012,7,7,7,7,7,6,7,7,7,6,6,4,3,6,5,7,6,4,6,7,7,4,7,7,7,7,5,6,7,7,7,5,7,7,7,7
w2021_013,5,5,6,5,4,5,5,7,6,2,4,3,5,5,5,5,5,4,5,5,5,5,6,5,5,6,4,6,6,6,5,5,7,5,5,5
w2021_014,6,7,6,2,1,7,5,7,7,4,4,6,5,6,2,6,6,1,4,6,4,5,6,5,4,6,5,5,6,6,4,4,6,5,2,7
w2021_015,7,7,7,7,7,7,5,6,6,3,6,6,7,7,3,6,6,3,7,6,6,6,3,6,6,6,6,6,6,6,5,6,4,6,6,5
w2021_016,6,6,6,3,5,4,6,6,6,2,2,2,6,5,3,6,6,5,5,6,6,6,4,6,4,3,3,4,5,3,5,5,5,4,5,5
w2021_017,7,7,4,7,1,1,1,1,7,1,1,1,7,4,1,4,7,7,3,4,1,7,7,1,4,5,4,1,7,1,1,1,5,1,1,1
w2021_018,7,7,7,7,5,5,7,7,7,3,7,5,6,6,6,7,7,5,5,6,7,7,7,7,7,7,6,7,7,7,7,5,7,7,7,7
w2021_019,7,5,7,5,7,7,7,7,7,7,7,7,5,7,7,5,7,6,7,7,5,7,5,7,7,7,1,7,7,7,7,5,7,7,7,2
w2021_020,6,3,7,5,4,6,3,7,7,2,2,5,7,5,3,7,7,7,3,5,6,6,7,5,3,6,5,7,3,7,6,6,2,3,5,7
w2021_021,7,7,7,7,5,5,7,7,7,2,7,3,1,5,7,7,7,1,2,5,4,6,7,7,7,7,3,7,6,7,4,4,7,4,7,5
w2021_022,7,7,6,5,7,5,7,7,7,4,5,5,6,7,6,7,7,3,6,6,7,5,6,7,4,7,4,7,7,7,5,6,7,6,7,7
w2021_023,7,6,5,3,4,5,3,6,6,5,4,5,6,6,6,7,5,5,3,6,6,5,7,6,2,4,4,5,4,7,6,5,5,6,6,5
w2021_024,6,5,7,6,5,5,6,7,7,5,5,7,6,6,5,6,6,2,6,7,5,7,6,7,6,6,4,6,6,7,6,5,7,6,7,7
w2021_025,5,7,7,7,5,5,6,7,7,4,7,2,4,6,6,7,5,3,5,5,5,5,6,6,6,7,6,6,6,6,6,6,6,6,6,4
w2021_026,5,7,5,4,4,4,3,5,5,3,4,3,5,6,4,4,3,4,5,5,5,6,5,5,5,6,5,5,6,6,5,5,4,4,5,4
w2021_027,6,6,7,5,5,6,7,7,7,6,4,2,4,7,4,3,6,7,7,7,7,7,6,7,7,7,3,6,7,6,7,3,7,7,7,4
w2021_028,7,7,7,4,4,4,7,6,7,6,3,2,7,6,6,7,5,3,3,7,7,7,7,6,3,6,6,7,7,7,7,4,5,6,7,7
w2021_029,6,4,7,6,6,5,7,7,6,6,5,4,4,5,6,3,6,2,6,5,5,6,6,6,7,7,4,7,6,6,6,4,6,7,7,5
w2021_030,4,5,7,3,6,4,5,7,7,3,6,3,5,6,3,3,7,3,4,4,6,5,6,7,3,6,2,7,7,7,6,3,7,7,6,7
w2021_031,5,5,6,5,4,6,5,6,6,2,6,1,5,5,6,6,5,5,6,6,6,5,3,6,5,6,6,5,5,6,5,4,5,5,5,6
w2021_032,6,5,7,3,5,5,5,7,6,6,6,4,3,6,5,3,7,6,7,7,6,6,6,6,4,7,6,3,6,7,7,6,6,7,7,5
w2021_033,7,6,6,3,3,2,5,6,6,2,6,5,5,6,6,6,6,2,5,7,6,6,7,4,6,6,2,7,6,7,5,2,6,7,5,6
w2021_034,6,6,7,4,6,4,5,6,7,3,7,5,7,7,5,3,5,2,3,7,7,7,7,6,5,7,6,7,6,7,7,5,7,6,7,7
w2021_035,6,5,7,5,5,4,4,6,5,4,6,3,3,6,5,4,6,3,5,7,6,6,6,5,5,6,6,5,6,6,6,5,7,7,7,5
w2021_036,7,5,6,3,5,6,5,5,6,4,5,5,6,7,3,7,7,6,5,6,6,7,6,5,5,6,4,5,5,6,6,4,7,6,6,6
w2021_037,7,6,7,5,1,2,6,6,6,4,7,2,6,6,6,7,6,1,2,6,6,6,7,6,6,7,6,7,7,7,6,4,7,6,4,6
w2021_038,6,7,7,1,5,2,3,7,7,2,6,6,7,7,7,1,3,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7
w2021_039,7,6,6,4,6,5,6,5,6,6,7,6,7,7,3,5,7,2,7,7,7,7,4,6,4,7,2,7,7,7,7,7,6,6,7,6
w2021_040,6,4,6,4,6,6,4,6,6,4,3,5,6,6,4,3,6,5,7,7,6,6,4,5,3,6,4,6,6,7,6,5,7,7,7,7
w2021_041,5,6,7,4,6,5,6,7,7,5,7,4,5,6,7,6,6,4,5,6,6,6,5,4,5,6,5,4,7,7,5,5,7,6,6,6
w2021_042,7,6,6,3,4,5,4,7,5,3,3,5,6,7,3,3,5,3,3,6,6,7,6,6,4,6,6,6,6,7,7,5,6,5,4,6
w2021_043,7,5,7,6,5,5,5,6,6,5,6,4,5,4,5,6,5,4,4,5,4,4,6,6,5,7,5,6,6,7,5,4,7,7,6,5
w2021_044,5,7,7,5,6,4,4,6,7,2,7,3,4,5,7,7,5,5,3,5,6,6,3,4,5,6,4,3,7,7,6,6,5,5,6,7
w2021_045,7,7,7,4,4,5,7,7,7,4,7,7,7,7,4,4,7,4,4,7,5,7,7,7,7,7,3,7,7,7,7,5,7,7,4,7
w2021_046,6,6,7,5,7,6,3,6,6,4,6,2,5,6,6,7,7,2,6,6,6,6,6,5,6,6,4,7,7,5,7,6,7,7,7,5
w2021_047,6,6,6,6,3,4,3,6,6,2,5,2,2,6,5,5,5,3,2,6,6,6,6,6,6,6,3,5,6,6,5,4,6,5,3,6
w2021_048,7,7,7,4,4,6,7,7,7,2,5,1,6,7,4,7,6,4,2,7,7,7,7,7,6,7,4,7,7,7,7,7,7,5,7,7
w2021_049,7,7,7,7,6,6,7,7,7,6,7,3,7,7,5,5,7,2,6,7,7,7,7,7,7,7,7,7,7,7,7,4,7,6,7,7
w2021_050,6,6,7,7,5,5,7,7,7,3,7,5,7,7,7,5,6,2,4,7,7,7,6,4,6,6,5,5,6,7,7,7,7,6,5,7
w2021_051,6,7,7,1,4,6,7,7,7,1,3,3,1,7,2,2,7,7,7,7,7,7,1,1,7,7,1,7,7,7,7,7,7,7,7,1
w2021_052,6,7,7,5,6,5,6,7,7,1,6,2,7,7,6,7,6,6,5,6,5,7,7,6,5,7,4,6,7,7,7,6,6,7,5,7
w2021_053,5,7,7,1,5,4,4,7,7,2,4,6,7,7,3,6,6,5,5,5,7,7,5,4,5,5,6,7,6,7,7,5,5,6,6,2
w2021_054,6,6,6,3,4,5,6,6,6,2,4,2,6,6,5,5,5,4,5,5,6,5,5,6,6,6,6,6,6,6,6,6,6,4,5,7
w2021_055,6,5,6,3,5,3,5,5,5,3,6,3,5,6,5,6,6,2,6,6,6,6,6,5,4,6,5,6,5,6,6,5,6,6,6,5
w2021_056,6,5,5,5,4,4,5,7,7,6,6,3,6,6,6,6,5,5,4,6,7,7,6,6,3,6,5,5,6,3,6,6,5,7,7,6
w2021_057,7,7,7,5,4,6,4,7,7,1,4,1,5,5,4,4,5,4,4,5,6,6,7,6,6,7,6,7,7,7,6,6,7,7,7,7
w2021_058,7,7,7,4,5,6,2,6,7,4,3,6,7,7,3,7,7,7,7,7,7,7,7,4,4,6,4,1,7,7,7,7,4,4,6,7
w2021_059,7,7,7,7,7,4,5,7,7,4,4,4,7,7,7,4,6,5,5,6,6,6,6,7,7,7,4,7,7,7,7,4,7,7,7,7
w2021_060,6,5,7,4,3,4,6,7,7,4,4,1,5,6,6,5,5,3,3,6,5,6,6,4,5,6,4,7,5,7,5,4,7,6,5,6
w2021_061,7,5,7,5,4,4,5,7,7,4,5,6,6,7,5,5,6,5,5,7,7,7,6,7,5,5,3,6,7,5,7,3,5,7,5,6
w2021_062,7,7,7,7,7,4,7,7,7,4,7,4,7,7,4,7,7,7,7,7,7,7,7,7,4,7,1,7,7,7,1,1,7,7,7,7
w2021_063,7,6,6,5,5,4,5,7,7,2,5,2,5,6,7,7,6,1,4,6,6,5,7,6,2,6,3,5,5,7,6,4,6,4,5,7
w2021_064,7,7,6,6,5,3,7,7,7,6,6,4,6,7,6,7,6,2,5,6,6,6,7,7,6,6,6,7,7,7,7,7,6,7,7,7
w2021_065,5,7,6,6,7,5,5,6,6,5,6,5,5,7,6,4,6,2,6,6,7,7,6,6,5,6,3,5,7,5,6,6,7,6,6,7
w2021_066,6,6,7,5,4,5,4,7,6,3,4,5,6,7,4,3,5,5,4,6,7,6,6,6,6,5,6,6,6,7,6,6,7,6,6,5
w2021_067,6,4,4,3,6,5,4,7,7,2,4,3,2,6,6,6,2,1,2,6,4,5,7,6,4,6,2,4,4,3,5,4,6,5,4,6
w2021_068,7,6,6,6,5,4,7,5,7,6,4,2,5,7,5,4,6,1,5,7,7,7,6,7,7,7,5,6,4,7,7,7,7,7,7,7
w2021_069,6,5,6,6,3,5,6,6,6,2,6,5,5,6,5,6,6,2,3,6,6,6,5,5,4,6,4,5,5,5,6,4,5,5,5,6
w2021_070,7,6,7,7,5,6,6,7,7,6,6,4,5,6,5,7,6,2,6,5,6,5,7,6,5,7,4,6,7,7,6,4,7,6,7,7
w2021_071,5,7,6,3,4,2,5,3,7,1,1,1,7,5,3,3,6,6,5,5,6,5,5,3,4,2,6,6,2,6,6,6,3,5,1,7
w2021_072,5,6,7,6,4,5,6,7,6,4,6,6,4,5,7,4,7,3,6,6,6,6,7,5,6,6,5,7,6,7,6,5,7,7,6,6
w2021_073,5,6,7,6,4,5,6,7,6,4,6,6,4,5,7,4,7,3,6,6,6,6,7,5,6,6,5,7,6,7,6,5,7,7,6,6
w2021_074,6,4,7,4,4,5,4,7,3,4,6,6,5,7,4,3,6,5,5,7,4,7,4,7,5,7,3,5,7,7,7,6,6,7,6,4
w2021_075,7,4,5,4,6,4,6,7,6,4,5,4,6,7,4,5,7,4,6,6,6,6,6,4,6,7,6,5,6,6,6,6,7,7,7,6
w2021_076,7,7,4,4,4,4,7,7,7,4,4,3,5,7,4,4,6,4,5,6,6,7,6,7,4,6,4,6,6,7,6,6,7,7,5,7
w2021_077,6,5,7,6,4,4,5,6,6,4,5,5,5,6,7,7,7,3,4,5,5,6,6,7,5,7,4,5,6,7,7,5,7,5,7,6
w2021_078,6,7,7,3,5,7,7,6,6,5,3,6,6,6,2,2,6,6,6,6,5,7,5,7,5,7,3,7,7,6,6,5,7,6,7,3
w2021_079,7,7,7,7,6,4,6,7,7,4,7,5,5,7,7,7,6,1,5,7,6,7,7,7,6,7,7,6,6,7,6,7,7,7,7,7
w2021_080,6,5,7,7,6,6,4,7,5,4,7,4,4,6,7,6,6,3,4,6,6,6,7,7,6,5,3,6,7,5,6,5,7,7,6,4
w2021_081,7,5,7,6,5,5,5,7,7,1,7,1,7,6,5,7,6,2,4,6,7,7,6,7,6,7,4,4,6,7,6,6,7,7,6,7
w2021_082,7,6,7,5,5,5,4,7,7,1,7,3,7,5,7,7,6,1,3,6,5,5,7,7,6,7,7,5,5,7,7,7,7,6,7,7
w2021_083,6,6,6,3,3,5,4,7,7,3,7,4,6,6,6,4,7,3,5,6,7,7,6,6,5,7,4,7,6,7,7,7,6,6,6,6
w2021_084,7,7,7,7,6,6,5,6,7,5,6,4,7,7,7,6,6,6,6,7,6,6,7,6,6,7,5,7,6,7,5,5,7,7,7,7
w2021_085,4,6,6,5,3,3,5,7,6,1,5,3,5,5,6,6,5,3,4,5,6,6,7,5,5,6,4,5,7,6,5,4,6,5,5,7
w2021_086,6,6,7,4,4,4,5,6,7,5,6,4,4,6,6,4,6,4,4,7,6,6,6,5,5,7,4,6,6,6,5,5,7,7,7,7
w2021_087,7,6,7,5,3,3,5,6,7,2,6,5,5,5,7,6,6,2,4,5,5,5,6,6,5,5,5,5,5,7,5,5,6,5,6,7
w2021_088,7,6,7,6,7,5,3,6,5,3,5,2,7,7,6,7,4,1,3,5,4,7,7,4,5,6,1,2,7,7,4,4,7,7,7,7
w2021_089,5,6,6,5,5,4,6,6,6,5,4,5,4,5,5,5,6,5,6,5,5,5,6,5,4,6,5,5,6,7,6,5,5,6,6,6
w2021_090,7,7,7,7,6,6,6,7,7,7,6,5,6,7,7,6,7,1,5,7,7,7,7,7,7,7,4,7,7,7,7,6,7,7,7,7
w2021_091,7,7,7,6,6,5,7,7,7,4,4,3,5,7,7,6,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
w2021_092,7,7,7,5,5,4,7,7,7,1,5,1,6,5,6,6,2,2,3,7,7,7,7,7,7,7,7,5,6,7,7,6,7,5,7,6
w2021_093,6,7,7,6,6,3,5,7,6,3,6,4,5,6,7,6,4,5,4,6,7,6,7,6,5,7,6,7,5,7,6,6,7,6,6,7
w2021_094,6,5,7,5,6,4,6,6,5,3,4,2,6,6,7,4,4,5,6,6,6,7,6,4,5,7,6,6,5,7,7,6,7,7,6,7
w2021_095,5,7,7,7,6,6,6,6,6,4,6,4,5,5,6,5,6,2,3,6,6,6,6,6,6,7,4,6,6,7,6,6,7,6,5,5
w2021_096,7,5,7,6,7,4,5,6,6,2,6,1,7,7,7,7,5,4,1,5,7,7,6,5,5,7,3,6,4,7,7,4,7,7,7,6
w2021_097,6,6,7,7,6,4,7,7,7,6,7,5,7,7,7,7,7,1,5,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7
w2021_098,6,2,6,2,6,5,2,3,6,5,1,5,4,5,3,6,7,3,5,4,7,5,5,5,2,7,5,7,6,6,6,6,7,7,5,5
w2021_099,7,7,7,7,6,7,6,6,7,6,6,5,7,7,6,5,6,2,5,7,7,7,6,6,6,7,7,6,6,7,7,4,7,6,6,7
w2021_100,5,7,7,6,5,6,4,3,7,3,2,1,4,6,3,6,7,5,4,6,6,6,7,6,5,6,6,6,7,7,6,4,7,5,5,7
w2021_101,6,6,6,3,4,5,5,7,7,4,5,5,5,5,5,4,6,3,4,5,5,5,6,5,4,6,3,6,6,6,5,5,7,6,6,7
w2021_102,7,7,7,7,7,6,7,7,7,7,7,7,4,4,7,4,6,5,6,4,5,5,6,7,6,7,4,7,7,7,5,5,6,7,7,7
w2021_103,5,5,5,4,4,5,5,4,7,3,5,3,5,6,5,5,6,5,6,6,7,6,7,6,4,6,2,5,6,6,6,4,7,6,5,5
w2021_104,6,6,6,5,4,4,4,7,6,3,4,3,5,7,5,5,7,5,5,6,6,7,5,5,5,6,6,6,5,7,6,5,4,6,6,5
w2021_105,7,7,7,7,4,3,7,7,7,2,7,2,5,6,7,7,5,1,4,6,5,7,7,6,6,5,4,7,7,7,6,3,7,6,2,6
w2021_106,6,5,7,4,7,5,5,6,6,6,5,6,7,7,5,5,6,7,7,7,6,7,5,6,6,7,6,7,7,7,7,6,5,6,7,5
w2021_107,7,7,7,3,5,4,3,6,6,2,4,5,6,6,6,5,6,2,3,5,5,5,6,4,6,7,5,6,7,7,6,2,7,5,6,6
w2021_108,7,7,7,4,5,5,7,7,7,1,7,6,7,6,7,4,6,1,5,5,6,6,7,6,2,7,6,5,7,7,6,6,7,6,7,6
w2021_109,7,7,7,4,6,5,7,7,7,5,6,6,7,6,7,5,5,4,6,5,6,6,7,6,3,7,6,5,7,7,6,6,7,6,7,7
w2021_110,6,7,7,6,5,5,5,4,7,3,5,3,6,7,7,7,6,3,5,6,6,6,7,6,4,4,5,5,6,7,7,5,7,6,5,7
w2021_111,6,7,7,3,4,5,2,4,6,2,5,2,6,6,6,6,6,4,3,6,4,6,7,3,5,6,2,5,7,6,4,2,7,5,7,6
w2021_112,6,6,7,4,3,6,3,7,6,7,4,5,7,5,2,2,6,2,6,5,6,4,6,5,6,7,1,5,6,6,7,5,4,7,6,5
w2021_113,7,7,6,3,5,5,5,7,7,5,6,6,4,5,3,3,5,5,6,5,5,7,5,7,4,6,4,6,7,6,6,6,7,7,7,7
w2021_114,6,5,6,5,4,5,3,6,6,3,6,5,6,6,5,5,5,5,3,6,6,6,5,6,4,5,3,6,6,5,6,5,6,6,5,5
w2021_115,4,6,6,3,3,5,4,5,5,3,4,2,5,5,4,6,4,5,5,5,5,5,5,6,5,5,3,4,6,6,5,5,3,5,5,4
w2021_116,4,7,7,7,5,6,7,7,7,5,7,7,7,7,7,6,7,6,6,7,7,7,7,7,6,7,5,5,6,7,6,6,6,7,7,5
w2021_117,6,7,7,5,4,5,6,7,7,5,6,4,7,7,6,7,4,5,2,7,7,7,6,7,6,7,5,6,7,7,6,7,7,7,7,7
w2021_118,7,4,7,5,1,6,4,4,7,6,4,7,7,7,4,6,7,5,7,7,4,7,7,4,4,7,3,5,6,6,4,4,7,7,7,7
w2021_119,7,4,7,5,4,3,4,7,6,3,3,3,5,7,4,7,6,2,4,7,4,7,7,4,4,6,1,6,1,7,4,1,7,5,6,7
w2021_120,7,4,6,4,3,4,6,6,6,5,6,5,3,5,5,2,5,4,4,6,6,6,5,6,5,6,4,7,7,6,6,6,5,7,7,7
w2021_121,7,7,7,6,3,6,7,7,7,5,7,6,5,7,6,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7
w2021_122,7,7,7,7,4,4,6,7,7,1,7,4,7,4,6,6,5,1,5,6,6,6,7,7,4,6,4,5,7,7,7,4,5,6,5,7
w2021_123,7,7,7,6,5,5,6,7,7,4,7,6,7,7,6,5,7,4,4,6,4,7,7,7,6,7,6,7,7,7,6,5,7,5,6,7
w2021_124,7,7,7,7,6,3,4,7,7,5,7,6,4,7,7,7,7,5,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7
w2021_125,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,6,6,7,7,6,7,5,7,7,7,7,5,6,7,7,7
w2021_126,7,7,7,3,1,4,5,7,7,1,5,6,5,5,5,4,5,3,3,6,6,6,7,7,5,7,3,6,6,7,6,6,7,6,7,7
w2021_127,6,7,7,5,3,4,5,7,7,3,7,3,5,5,5,7,3,2,5,5,5,5,7,6,4,5,4,5,6,7,5,5,7,5,6,7
w2021_128,7,7,7,5,5,4,7,5,5,4,6,3,6,6,4,3,6,5,5,6,6,6,7,5,5,5,4,5,6,7,7,7,7,7,7,7
w2021_129,6,5,7,7,6,5,4,6,6,5,5,2,5,5,6,7,5,4,4,4,4,5,4,5,4,5,3,5,5,5,5,4,5,6,5,5
w2021_130,2,7,7,2,3,6,2,6,7,1,2,6,2,5,2,2,6,6,2,4,6,5,4,7,6,6,2,5,4,6,5,5,2,1,6,7
w2021_131,6,6,6,3,4,4,4,5,4,2,4,5,5,4,5,3,5,4,4,4,6,5,6,5,4,5,5,6,4,5,5,6,5,5,6,5
w2021_132,6,5,7,5,4,4,6,7,7,5,6,4,4,5,6,5,6,3,4,5,5,5,6,6,6,7,3,7,7,7,5,5,7,7,7,6
w2021_133,6,7,7,7,6,7,7,7,7,5,4,5,6,6,5,5,6,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5
w2021_134,7,6,6,6,4,5,6,6,6,4,6,3,5,5,5,6,6,4,6,5,5,5,6,7,5,6,5,6,6,7,6,5,7,7,7,7
w2021_135,6,6,7,5,7,6,7,7,7,5,7,3,6,7,6,6,5,2,5,7,6,7,7,7,6,7,5,7,7,7,6,4,7,7,7,6
w2021_136,7,7,7,7,6,5,4,3,7,1,6,2,3,5,7,7,6,2,6,6,6,6,6,6,5,6,5,6,6,6,6,6,7,6,6,6
w2021_137,7,5,7,7,5,4,3,6,7,5,7,5,5,6,4,4,5,3,5,5,7,7,7,7,5,6,3,3,7,7,7,7,7,7,7,7
w2021_138,7,6,7,4,4,6,5,6,7,3,6,6,7,7,6,6,6,5,4,6,6,6,7,5,4,5,5,7,5,4,6,5,7,6,6,6
w2021_139,6,7,7,7,6,5,6,6,6,4,7,5,5,6,4,5,5,2,3,6,7,7,5,5,5,4,6,6,7,7,7,7,4,6,5,6
w2021_140,5,4,7,7,5,4,3,7,7,4,7,4,6,7,7,7,4,1,6,5,6,6,7,5,4,6,5,6,7,7,6,7,7,7,7,5
w2021_141,7,7,7,4,5,5,7,7,7,7,7,5,5,5,6,6,4,4,2,5,6,6,7,7,7,6,4,4,7,7,5,4,7,7,7,7
w2021_142,7,7,7,6,6,6,7,7,6,6,7,2,5,7,6,6,6,4,4,7,7,7,7,7,6,6,6,6,7,7,6,7,7,7,6,7
w2021_143,7,7,7,4,4,4,4,7,7,3,7,3,5,7,4,7,4,4,4,7,7,7,7,7,4,7,4,5,4,7,7,4,7,7,7,7
w2021_144,6,7,7,6,4,5,6,7,7,3,7,3,4,5,6,5,5,5,3,4,4,5,6,6,5,6,4,5,4,6,5,4,6,6,6,6
w2021_145,6,7,7,6,2,4,5,5,7,2,7,4,6,5,7,7,5,2,3,6,6,6,6,5,6,5,4,6,7,7,5,4,6,7,3,4
w2021_146,6,5,6,4,6,7,6,6,4,4,6,4,6,6,4,7,7,5,4,6,4,6,6,4,7,6,5,7,6,7,6,4,7,6,6,6
w2021_147,6,7,7,6,4,5,6,7,7,1,7,1,6,6,7,6,6,1,6,6,7,7,7,6,6,7,7,6,6,7,5,3,7,7,6,7
w2021_148,7,7,7,7,4,6,6,7,7,3,6,6,6,6,6,6,5,7,6,5,7,6,6,6,6,7,5,7,5,7,6,6,6,6,7,6
w2021_149,7,7,7,4,4,5,6,7,7,1,4,4,6,6,3,4,1,4,1,5,5,5,5,7,6,7,4,7,6,7,6,6,7,7,7,6
w2021_150,6,7,7,6,5,5,6,6,7,5,6,4,5,6,6,6,6,5,7,6,6,6,7,7,6,6,7,5,7,7,6,6,6,7,6,6
w2021_151,7,7,6,5,3,5,5,6,6,3,2,4,6,7,3,5,7,5,5,6,7,7,5,5,4,6,5,6,4,7,6,7,4,5,6,6
w2021_152,7,7,7,7,4,4,6,4,6,3,6,4,5,5,7,6,6,2,5,4,7,4,7,7,3,5,6,6,6,7,6,4,7,3,5,7
w2021_153,6,5,5,5,5,5,6,6,6,5,5,5,5,5,5,4,5,4,5,5,5,5,5,6,5,6,5,6,6,6,6,6,6,6,6,6
w2021_154,6,6,6,4,5,4,5,6,6,4,5,3,5,3,5,5,6,5,5,5,6,6,6,6,5,6,5,6,6,6,6,6,6,5,7,5
w2021_155,7,7,7,5,5,4,6,6,7,2,5,3,5,7,6,5,5,4,2,6,7,6,4,7,4,5,4,7,5,3,6,6,7,7,5,7
w2021_156,4,5,7,3,4,2,2,6,6,2,6,6,6,6,6,6,5,2,4,6,6,6,6,4,5,6,5,5,6,6,6,5,6,6,5,6
w2021_157,7,7,7,5,4,5,6,7,7,2,7,2,3,5,7,5,6,6,5,6,7,6,5,7,7,7,7,7,5,7,7,4,6,5,7,6
w2021_158,4,5,6,3,4,2,3,5,6,2,5,6,6,6,5,6,5,2,3,5,5,6,6,4,5,6,6,5,6,6,6,6,6,6,5,6
w2021_159,7,7,7,4,6,7,6,7,7,6,6,4,5,5,4,4,6,4,4,7,6,6,6,6,7,7,6,6,6,6,6,6,5,7,7,6
w2021_160,6,6,7,5,4,5,4,6,5,4,5,5,3,5,5,4,6,5,6,5,5,5,6,4,5,5,5,6,3,5,5,4,6,5,6,5
w2021_161,6,6,7,5,4,5,5,7,7,4,6,4,3,6,6,5,7,3,6,6,5,7,5,6,6,7,2,7,7,7,5,5,7,7,7,5
w2021_162,6,6,3,5,7,7,6,6,6,6,3,5,6,6,3,3,6,6,6,6,6,6,4,6,6,7,5,6,6,7,7,6,7,7,7,6
w2021_163,7,5,6,5,3,5,6,7,5,1,6,5,7,5,6,3,5,4,4,2,4,6,3,4,5,6,5,5,7,6,3,4,2,4,5,6
w2021_164,7,6,7,5,4,4,6,7,7,4,7,1,5,6,6,7,6,4,2,6,6,7,2,6,5,7,4,4,7,7,7,4,7,6,6,6
w2021_165,6,7,7,6,6,5,6,7,6,4,7,6,4,5,6,7,6,4,6,6,6,6,6,6,6,7,4,6,6,6,5,5,6,6,7,7
w2021_166,7,7,7,5,6,6,7,7,7,6,7,5,4,5,4,6,6,3,5,5,5,5,5,6,5,6,5,5,6,7,6,6,7,6,7,7
w2021_167,7,6,7,5,5,5,5,7,7,3,5,3,5,6,4,7,4,1,5,7,7,6,4,6,4,5,5,6,6,7,6,6,6,4,6,7
w2021_168,6,4,6,5,6,5,4,7,6,3,7,2,6,6,7,3,6,1,5,6,6,6,6,7,5,7,4,6,7,6,5,6,7,6,5,4
w2021_169,6,5,7,2,6,5,6,7,5,2,7,2,5,6,5,6,5,5,5,7,7,6,6,7,6,5,4,6,5,7,6,5,7,5,5,7
w2021_170,4,4,7,6,2,4,3,7,6,1,4,2,3,5,4,5,5,2,1,5,5,5,5,5,5,6,3,6,4,6,6,5,5,4,7,7
w2021_171,7,7,6,5,4,6,5,4,7,2,5,5,6,5,4,5,4,4,3,4,6,2,5,5,5,3,2,7,6,6,4,1,6,7,3,6
w2021_172,4,7,7,5,6,7,6,7,7,6,6,3,5,6,3,1,6,5,6,6,6,7,5,6,4,4,5,5,7,7,7,5,7,7,5,7
w2021_173,7,6,7,6,7,6,6,7,7,6,7,4,4,5,7,6,7,5,7,6,6,6,7,6,5,5,6,4,6,7,6,4,7,6,6,7
w2021_174,6,7,7,7,5,4,5,6,6,4,5,4,4,5,6,6,5,4,5,5,5,4,6,6,5,6,5,5,5,6,6,5,6,5,6,6
w2021_175,6,4,6,4,6,5,4,6,5,5,5,5,5,6,4,5,5,6,6,6,6,6,5,4,5,6,5,6,5,6,5,5,5,6,5,5
w2021_176,6,4,7,2,6,5,6,7,7,6,6,4,4,6,5,4,5,4,5,6,6,6,6,6,7,5,2,7,7,7,7,4,7,7,5,5
w2021_177,6,5,6,6,4,4,6,7,7,3,6,4,5,6,6,6,5,2,4,6,6,6,6,6,6,6,6,6,6,6,6,5,7,5,4,7
